timestamp_utc;looted_by__alliance;looted_by__guild;looted_by__name;item_id;item_name;quantity;looted_from__alliance;looted_from__guild;looted_from__name
2022-04-20T02:51:21.548Z;DIOR;EscaIation;zstrafe;T4_CAPEITEM_FW_LYMHURST@3;Adept's Lymhurst Cape;1;DIOR;EscaIation;nicalli
2022-04-20T02:51:21.841Z;;Militant;midnightsnack;T8_HEAD_LEATHER_MORGANA@3;Elder's Stalker Hood;1;DIOR;EscaIation;Jez0r
2022-04-20T02:51:21.873Z;DIOR;EscaIation;zstrafe;T7_MEAL_OMELETTE@2;Pork Omelette;1;DIOR;EscaIation;nicalli
2022-04-20T02:51:22.017Z;TH1RD;IAMNIUBI;BjornKiD;T8_SHOES_CLOTH_SET1@1;Elder's Scholar Sandals;1;DIOR;EscaIation;nicalli
2022-04-20T02:51:22.026Z;;Militant;ChestyLaRue;T8_2H_KNUCKLES_KEEPER@2;Elder's Ursine Maulers;1;DIOR;EscaIation;Kiske
2022-04-20T02:51:22.267Z;;Militant;Hadeslolxd;T8_HEAD_LEATHER_SET1;Elder's Mercenary Hood;1;;Militant;Marbb
2022-04-20T02:51:22.673Z;;Militant;Coferosa;T7_POTION_STONESKIN;Major Resistance Potion;3;DIOR;EscaIation;KOCHAB
2022-04-20T02:51:22.673Z;TH1RD;IAMNIUBI;BjornKiD;T7_POTION_STONESKIN;Major Resistance Potion;4;DIOR;EscaIation;nicalli
2022-04-20T02:51:22.705Z;;Militant;Hadeslolxd;T4_CAPEITEM_FW_FORTSTERLING@3;Adept's Fort Sterling Cape;1;;Militant;Marbb
2022-04-20T02:51:22.733Z;;Militant;ChestyLaRue;T4_CAPEITEM_FW_MARTLOCK@3;Adept's Martlock Cape;1;DIOR;EscaIation;Kiske
2022-04-20T02:51:23.133Z;;Militant;ChestyLaRue;T6_SHOES_CLOTH_ROYAL@2;Master's Royal Sandals;1;DIOR;EscaIation;Kiske
2022-04-20T02:51:23.202Z;;Militant;Hadeslolxd;T8_SHOES_CLOTH_SET1;Elder's Scholar Sandals;1;;Militant;Marbb
2022-04-20T02:51:23.282Z;;Militant;BucciaratiListad;T7_POTION_STONESKIN;Major Resistance Potion;1;EVICT;Take lt Easy;Asheliya
2022-04-20T02:51:23.446Z;;Militant;Hadeslolxd;T7_POTION_STONESKIN;Major Resistance Potion;3;;Militant;Marbb
2022-04-20T02:51:23.506Z;;Militant;ChestyLaRue;T4_BAG@1;Adept's Bag;1;DIOR;EscaIation;Kiske
2022-04-20T02:51:23.639Z;;Militant;Hadeslolxd;T7_MEAL_OMELETTE_FISH;Dusthole Crab Omelette;1;;Militant;Marbb
2022-04-20T02:51:23.792Z;;Militant;Alexia7w7;T7_POTION_STONESKIN;Major Resistance Potion;3;DIOR;EscaIation;Kiske
2022-04-20T02:51:23.833Z;;Militant;RiderClav;T5_CAPEITEM_FW_LYMHURST@3;Expert's Lymhurst Cape;1;DIOR;Elevate;iVandal
2022-04-20T02:51:24.077Z;;Militant;Hadeslolxd;T5_MOUNT_COUGAR_KEEPER@1;Swiftclaw;1;;Militant;Marbb
2022-04-20T02:51:24.297Z;;Militant;Hadeslolxd;T8_ARMOR_CLOTH_SET2;Elder's Cleric Robe;1;;Militant;Marbb
2022-04-20T02:51:24.298Z;;Militant;RiderClav;T8_ARMOR_CLOTH_SET2@1;Elder's Cleric Robe;1;DIOR;Elevate;iVandal
2022-04-20T02:51:25.252Z;;Militant;RiderClav;T8_HEAD_LEATHER_SET3@1;Elder's Assassin Hood;1;DIOR;Elevate;iVandal
2022-04-20T02:51:25.361Z;;Militant;SrAleatorio;T7_POTION_STONESKIN;Major Resistance Potion;1;DIOR;Elevate;iVandal
2022-04-20T02:51:25.361Z;TH1RD;IAMNIUBI;BjornKiD;T6_2H_CURSEDSTAFF_MORGANA@3;Master's Damnation Staff;1;DIOR;EscaIation;lillia7w7
2022-04-20T02:51:25.531Z;;Militant;BucciaratiListad;T7_POTION_STONESKIN;Major Resistance Potion;2;DIOR;EscaIation;lillia7w7
2022-04-20T02:51:25.642Z;TH1RD;IAMNIUBI;BjornKiD;T8_HEAD_LEATHER_SET3;Elder's Assassin Hood;1;DIOR;EscaIation;lillia7w7
2022-04-20T02:51:25.727Z;;Militant;SandmanDUH;T5_MOUNT_COUGAR_KEEPER@1;Swiftclaw;1;DIOR;EscaIation;nicalli
2022-04-20T02:51:25.798Z;;Militant;SrAleatorio;T5_MOUNT_GREYWOLF_FW_CAERLEON;Saddled Greywolf;1;DIOR;Elevate;iVandal
2022-04-20T02:51:25.877Z;TH1RD;IAMNIUBI;BjornKiD;T8_ARMOR_CLOTH_SET1;Elder's Scholar Robe;1;DIOR;EscaIation;lillia7w7
2022-04-20T02:51:26.724Z;;Militant;BucciaratiListad;T6_MOUNT_DIREWOLF;Direwolf;1;DIOR;EscaIation;lillia7w7
2022-04-20T02:51:37.142Z;EVICT;Take lt Easy;Niurkaz;T6_OFF_TOTEM_KEEPER@3;Master's Taproot;1;DIOR;EscaIation;Zeptonia
2022-04-20T02:51:37.533Z;EVICT;Take lt Easy;Niurkaz;T8_SHOES_LEATHER_SET2@2;Elder's Hunter Shoes;1;DIOR;EscaIation;Zeptonia
2022-04-20T02:51:37.705Z;EVICT;Take lt Easy;Seidenada;T7_POTION_REVIVE;Major Gigantify Potion;3;DIOR;EscaIation;Zeptonia
2022-04-20T02:51:37.736Z;EVICT;Take lt Easy;Niurkaz;T5_MOUNT_GREYWOLF_FW_CAERLEON;Saddled Greywolf;1;DIOR;EscaIation;Zeptonia
2022-04-20T02:51:38.105Z;EVICT;Take lt Easy;Niurkaz;T8_ARMOR_PLATE_SET3@1;Elder's Guardian Armor;1;DIOR;EscaIation;Zeptonia
2022-04-20T02:51:38.315Z;EVICT;Take lt Easy;Niurkaz;T5_CAPEITEM_FW_MARTLOCK@3;Expert's Martlock Cape;1;DIOR;EscaIation;Zeptonia
2022-04-20T02:51:56.985Z;EVICT;Take lt Easy;Ry4nxDx;T6_2H_NATURESTAFF_HELL@1;Master's Blight Staff;1;EVICT;Take lt Easy;akaballan
2022-04-20T02:51:57.424Z;EVICT;Take lt Easy;Ry4nxDx;T7_SHOES_LEATHER_SET2@1;Grandmaster's Hunter Shoes;1;EVICT;Take lt Easy;akaballan
2022-04-20T02:51:57.663Z;EVICT;Take lt Easy;Ry4nxDx;T4_CAPEITEM_FW_LYMHURST@3;Adept's Lymhurst Cape;1;EVICT;Take lt Easy;akaballan
2022-04-20T02:51:57.830Z;EVICT;Take lt Easy;Ry4nxDx;T7_HEAD_LEATHER_SET1@1;Grandmaster's Mercenary Hood;1;EVICT;Take lt Easy;akaballan
2022-04-20T02:51:58.046Z;EVICT;Take lt Easy;Ry4nxDx;T6_ARMOR_CLOTH_SET2@2;Master's Cleric Robe;1;EVICT;Take lt Easy;akaballan
2022-04-20T02:51:58.634Z;PXOCS;Post-Mortemm;Namba17;T7_MEAL_OMELETTE@1;Pork Omelette;1;PXOCS;Post-Mortemm;Kinmnara
2022-04-20T02:51:58.925Z;PXOCS;Post-Mortemm;Namba17;T7_POTION_STONESKIN;Major Resistance Potion;1;PXOCS;Post-Mortemm;Kinmnara
2022-04-20T02:51:59.609Z;EVICT;Take lt Easy;Ry4nxDx;T6_HEAD_LEATHER_SET1@2;Master's Mercenary Hood;1;EVICT;Take lt Easy;Luixxxxx
2022-04-20T02:51:59.736Z;PXOCS;Post-Mortemm;keiderlyn;T5_MOUNT_ARMORED_HORSE;Expert's Armored Horse;1;PXOCS;Post-Mortemm;Kinmnara
2022-04-20T02:51:59.846Z;EVICT;Take lt Easy;Ry4nxDx;T4_CAPEITEM_FW_FORTSTERLING@3;Adept's Fort Sterling Cape;1;EVICT;Take lt Easy;Luixxxxx
2022-04-20T02:52:18.264Z;LAAAL;Dove;darkrbb;T5_MOUNT_COUGAR_KEEPER@1;Swiftclaw;1;EVICT;Take lt Easy;akaballan
2022-04-20T02:52:18.828Z;LAAAL;Dove;darkrbb;T7_POTION_STONESKIN;Major Resistance Potion;2;EVICT;Take lt Easy;akaballan
2022-04-20T02:52:20.142Z;LAAAL;Dove;darkrbb;T6_BAG;Master's Bag;1;EVICT;Take lt Easy;Luixxxxx
2022-04-20T02:52:20.406Z;LAAAL;Dove;darkrbb;T6_POTION_ENERGY;Major Energy Potion;2;EVICT;Take lt Easy;Luixxxxx
2022-04-20T02:52:20.596Z;LAAAL;Dove;darkrbb;T5_MOUNT_COUGAR_KEEPER@1;Swiftclaw;1;EVICT;Take lt Easy;Luixxxxx
2022-04-20T02:52:24.691Z;;Militant;RiderClav;T6_2H_KNUCKLES_MORGANA@2;Master's Ravenstrike Cestus;1;;Militant;Coferosa
2022-04-20T02:52:25.642Z;;Militant;RiderClav;T5_SHOES_CLOTH_ROYAL@3;Expert's Royal Sandals;1;;Militant;Coferosa
2022-04-20T02:52:26.045Z;;Militant;RiderClav;T6_HEAD_LEATHER_SET3@2;Master's Assassin Hood;1;;Militant;Coferosa
2022-04-20T02:52:30.974Z;LAAAL;Dove;darkrbb;T7_ARMOR_CLOTH_SET2@1;Grandmaster's Cleric Robe;1;;Militant;Coferosa
2022-04-20T02:52:31.314Z;LAAAL;Dove;darkrbb;T4_CAPEITEM_FW_LYMHURST@3;Adept's Lymhurst Cape;1;;Militant;Coferosa
2022-04-20T02:52:32.290Z;LAAAL;Dove;darkrbb;T8_HEAD_PLATE_SET2;Elder's Knight Helmet;1;;Militant;Coferosa
2022-04-20T02:52:32.642Z;DIOR;EscaIation;zstrafe;T6_MAIN_HOLYSTAFF_AVALON@2;Master's Hallowfall;1;EVICT;Take lt Easy;VT23
2022-04-20T02:52:32.720Z;LAAAL;Dove;darkrbb;T5_MOUNT_ARMORED_HORSE;Expert's Armored Horse;1;;Militant;Coferosa
2022-04-20T02:52:33.298Z;DIOR;EscaIation;zstrafe;T7_OFF_HORN_KEEPER@1;Grandmaster's Mistcaller;1;EVICT;Take lt Easy;VT23
2022-04-20T02:52:33.689Z;DIOR;EscaIation;zstrafe;T4_HEAD_CLOTH_ROYAL@3;Adept's Royal Cowl;1;EVICT;Take lt Easy;VT23
2022-04-20T02:52:35.799Z;LAAAL;Dove;darkrbb;T5_MOUNT_COUGAR_KEEPER@1;Swiftclaw;1;;Militant;Coferosa
2022-04-20T02:52:36.063Z;LAAAL;Dove;darkrbb;T5_2H_CURSEDSTAFF_MORGANA@2;Expert's Damnation Staff;1;;Militant;Coferosa
2022-04-20T02:52:37.080Z;LAAAL;Dove;darkrbb;T8_HEAD_LEATHER_SET3;Elder's Assassin Hood;1;;Militant;Coferosa
2022-04-20T02:52:37.330Z;LAAAL;Dove;darkrbb;T4_CAPEITEM_FW_MARTLOCK@3;Adept's Martlock Cape;1;;Militant;Coferosa
2022-04-20T02:52:37.362Z;DIOR;EscaIation;zstrafe;T6_2H_DAGGER_KATAR_AVALON@2;Master's Bridled Fury;1;EVICT;Take lt Easy;sylvanasnega
2022-04-20T02:52:37.533Z;LAAAL;Dove;darkrbb;T6_SHOES_CLOTH_ROYAL@3;Master's Royal Sandals;1;;Militant;Coferosa
2022-04-20T02:52:37.737Z;DIOR;EscaIation;zstrafe;T8_HEAD_LEATHER_SET3;Elder's Assassin Hood;1;EVICT;Take lt Easy;sylvanasnega
2022-04-20T02:52:37.937Z;LAAAL;Dove;darkrbb;T7_POTION_STONESKIN;Major Resistance Potion;7;;Militant;Coferosa
2022-04-20T02:52:38.047Z;DIOR;EscaIation;zstrafe;T8_ARMOR_CLOTH_SET2;Elder's Cleric Robe;1;EVICT;Take lt Easy;sylvanasnega
2022-04-20T02:52:41.017Z;;Militant;SandmanDUH;T5_MOUNT_COUGAR_KEEPER@1;Swiftclaw;1;;Militant;VinTaro
2022-04-20T02:52:42.323Z;LAAAL;Dove;darkrbb;T8_HEAD_LEATHER_SET3;Elder's Assassin Hood;1;;Militant;Faustos
2022-04-20T02:52:42.607Z;LAAAL;Dove;darkrbb;T8_SHOES_LEATHER_SET2;Elder's Hunter Shoes;1;;Militant;Faustos
2022-04-20T02:52:42.894Z;LAAAL;Dove;darkrbb;T5_MOUNT_COUGAR_KEEPER@1;Swiftclaw;1;;Militant;Faustos
2022-04-20T02:52:44.268Z;LAAAL;Dove;darkrbb;T6_2H_CROSSBOWLARGE_MORGANA@2;Master's Siegebow;1;;Militant;Bowe
2022-04-20T02:52:44.570Z;LAAAL;Dove;darkrbb;T5_SHOES_CLOTH_ROYAL@2;Expert's Royal Sandals;1;;Militant;Bowe
2022-04-20T02:52:46.705Z;DIOR;EscaIation;Bigbodyblunt;T6_HEAD_LEATHER_ROYAL@3;Master's Royal Hood;1;;Militant;Drixxiss
2022-04-20T02:52:47.485Z;DIOR;EscaIation;Bigbodyblunt;T8_SHOES_CLOTH_ROYAL@3;Elder's Royal Sandals;1;;Militant;Drixxiss
2022-04-20T02:52:50.810Z;0UT;DYST0PIA;EAMCARRY;T6_BAG;Master's Bag;1;;Militant;Hadeslolxd
2022-04-20T02:52:51.064Z;0UT;DYST0PIA;EAMCARRY;T4_ARMOR_PLATE_KEEPER@3;Adept's Judicator Armor;1;;Militant;Hadeslolxd
2022-04-20T02:52:51.280Z;DIOR;EscaIation;DreadedLegend;T6_HEAD_PLATE_KEEPER@2;Master's Judicator Helmet;1;;Militant;LocoAsylum
2022-04-20T02:52:51.298Z;0UT;DYST0PIA;EAMCARRY;T4_CAPEITEM_FW_MARTLOCK@3;Adept's Martlock Cape;1;;Militant;Hadeslolxd
2022-04-20T02:52:51.580Z;0UT;DYST0PIA;EAMCARRY;T6_2H_HAMMER_AVALON@2;Master's Hand of Justice;1;;Militant;Hadeslolxd
2022-04-20T02:52:51.695Z;0UT;DYST0PIA;EAMCARRY;T8_ARMOR_CLOTH_SET2;Elder's Cleric Robe;1;;Militant;Hadeslolxd
2022-04-20T02:52:51.986Z;0UT;DYST0PIA;EAMCARRY;T6_ARMOR_PLATE_KEEPER@3;Master's Judicator Armor;1;;Militant;Hadeslolxd
2022-04-20T02:52:52.548Z;DIOR;EscaIation;AragonOrder;T8_SHOES_LEATHER_SET3;Elder's Assassin Shoes;1;;Militant;LocoAsylum
2022-04-20T02:52:52.736Z;0UT;DYST0PIA;EAMCARRY;T8_TRASH;Trash;1;;Militant;Hadeslolxd
2022-04-20T02:52:52.875Z;DIOR;EscaIation;AragonOrder;T5_BAG;Expert's Bag;1;;Militant;LocoAsylum
2022-04-20T02:52:53.017Z;0UT;DYST0PIA;EAMCARRY;T8_SHOES_CLOTH_SET1;Elder's Scholar Sandals;1;;Militant;Hadeslolxd
2022-04-20T02:52:53.223Z;0UT;DYST0PIA;EAMCARRY;T4_CAPEITEM_FW_FORTSTERLING@3;Adept's Fort Sterling Cape;1;;Militant;Hadeslolxd
2022-04-20T02:52:53.362Z;;Casual Company;PlatinumNuke;T5_MOUNT_COUGAR_KEEPER@1;Swiftclaw;1;;Militant;Coferosa
2022-04-20T02:52:53.443Z;0UT;DYST0PIA;EAMCARRY;T8_SHOES_CLOTH_SET1;Elder's Scholar Sandals;1;;Militant;Hadeslolxd
2022-04-20T02:52:53.530Z;ARCH;Awful Company;iBjornIRONSIDEE;T8_ARMOR_CLOTH_SET2@3;Elder's Cleric Robe;1;;Militant;Drixxiss
2022-04-20T02:52:53.626Z;0UT;DYST0PIA;EAMCARRY;T8_ARMOR_CLOTH_SET2;Elder's Cleric Robe;1;;Militant;Hadeslolxd
2022-04-20T02:52:53.799Z;0UT;DYST0PIA;EAMCARRY;T8_HEAD_LEATHER_SET1;Elder's Mercenary Hood;1;;Militant;Hadeslolxd
2022-04-20T02:52:53.838Z;PXOCS;ESCOLINHA DO G4NK;kraatosW;T5_MAIN_HOLYSTAFF_AVALON@3;Expert's Hallowfall;1;;;ManinGus
2022-04-20T02:52:53.892Z;ARCH;Awful Company;iBjornIRONSIDEE;T7_BAG;Grandmaster's Bag;1;;Militant;Drixxiss
2022-04-20T02:52:53.961Z;PXOCS;RED WIND;Lucite;T6_TRASH;Trash;1;;;ManinGus
2022-04-20T02:52:54.204Z;PXOCS;RED WIND;Lucite;T5_OFF_SHIELD_AVALON@3;Expert's Astral Aegis;1;;;ManinGus
2022-04-20T02:52:54.479Z;0UT;DYST0PIA;EAMCARRY;T7_POTION_STONESKIN;Major Resistance Potion;4;;Militant;Hadeslolxd
2022-04-20T02:52:54.580Z;PXOCS;RED WIND;Lucite;T8_ARMOR_PLATE_SET3;Elder's Guardian Armor;1;;;ManinGus
2022-04-20T02:52:54.672Z;0UT;DYST0PIA;EAMCARRY;T8_HEAD_PLATE_SET2@1;Elder's Knight Helmet;1;;Militant;Hadeslolxd
2022-04-20T02:52:54.814Z;PXOCS;ESCOLINHA DO G4NK;Barvarian;T4_CAPEITEM_FW_MARTLOCK@3;Adept's Martlock Cape;1;;;ManinGus
2022-04-20T02:52:54.883Z;0UT;DYST0PIA;EAMCARRY;T7_MEAL_OMELETTE_FISH;Dusthole Crab Omelette;1;;Militant;Hadeslolxd
2022-04-20T02:52:55.071Z;0UT;DYST0PIA;EAMCARRY;T6_ARTEFACT_TOKEN_FAVOR_3;Master's Crystallized Magic;1;;Militant;Hadeslolxd
2022-04-20T02:52:55.231Z;;Casual Company;PlatinumNuke;T7_POTION_REVIVE;Major Gigantify Potion;1;;Militant;Faustos
2022-04-20T02:52:55.319Z;PXOCS;RED WIND;Lucite;T6_2H_ENIGMATICSTAFF@2;Master's Enigmatic Staff;1;;;ManinGus
2022-04-20T02:52:55.319Z;0UT;DYST0PIA;EAMCARRY;T7_MEAL_OMELETTE_AVALON;Avalonian Pork Omelette;1;;Militant;Hadeslolxd
2022-04-20T02:52:55.415Z;ARCH;Awful Company;iBjornIRONSIDEE;T8_ARMOR_CLOTH_SET2;Elder's Cleric Robe;1;;Militant;Silenciando
2022-04-20T02:52:55.502Z;;Casual Company;PlatinumNuke;T4_CAPEITEM_FW_FORTSTERLING@3;Adept's Fort Sterling Cape;1;;Militant;Faustos
2022-04-20T02:52:55.594Z;PXOCS;ESCOLINHA DO G4NK;kraatosW;T8_HEAD_LEATHER_SET3;Elder's Assassin Hood;1;;;ManinGus
2022-04-20T02:52:55.642Z;PXOCS;ESCOLINHA DO G4NK;Barvarian;T6_TRASH;Trash;1;;;ManinGus
2022-04-20T02:52:55.721Z;ARCH;Awful Company;iBjornIRONSIDEE;T8_SHOES_CLOTH_SET1;Elder's Scholar Sandals;1;;Militant;Silenciando
2022-04-20T02:52:56.071Z;ARCH;Awful Company;iBjornIRONSIDEE;T4_CAPEITEM_FW_MARTLOCK@3;Adept's Martlock Cape;1;;Militant;Silenciando
2022-04-20T02:52:56.481Z;PXOCS;RED WIND;Lucite;T8_HEAD_PLATE_SET2;Elder's Knight Helmet;1;;;ManinGus
2022-04-20T02:52:56.537Z;ARCH;Awful Company;iBjornIRONSIDEE;T7_POTION_STONESKIN;Major Resistance Potion;2;;Militant;Silenciando
2022-04-20T02:52:56.820Z;PXOCS;ESCOLINHA DO G4NK;Barvarian;T6_HEAD_LEATHER_SET3@2;Master's Assassin Hood;1;;;ManinGus
2022-04-20T02:52:56.971Z;PXOCS;RED WIND;Lucite;T7_HEAD_PLATE_SET2@1;Grandmaster's Knight Helmet;1;;;ManinGus
2022-04-20T02:52:57.009Z;PXOCS;RED WIND;Gurillo;T4_TRASH;Trash;1;;;ManinGus
2022-04-20T02:52:57.062Z;PXOCS;ESCOLINHA DO G4NK;Barvarian;T6_HEAD_LEATHER_SET3@2;Master's Assassin Hood;1;;;ManinGus
2022-04-20T02:52:57.094Z;;Casual Company;PlatinumNuke;T5_BAG@1;Expert's Bag;1;;Militant;Bowe
2022-04-20T02:52:57.118Z;PXOCS;ESCOLINHA DO G4NK;kraatosW;T7_HEAD_LEATHER_SET3@1;Grandmaster's Assassin Hood;1;;;ManinGus
2022-04-20T02:52:57.348Z;;Casual Company;PlatinumNuke;T7_POTION_STONESKIN;Major Resistance Potion;3;;Militant;Bowe
2022-04-20T02:52:57.727Z;;Casual Company;PlatinumNuke;T7_MEAL_OMELETTE@2;Pork Omelette;1;;Militant;Bowe
2022-04-20T02:52:57.813Z;;Casual Company;PlatinumNuke;T4_CAPEITEM_FW_FORTSTERLING@3;Adept's Fort Sterling Cape;1;;Militant;Bowe
2022-04-20T02:52:58.125Z;;Casual Company;PlatinumNuke;T5_MOUNT_COUGAR_KEEPER@1;Swiftclaw;1;;Militant;Bowe
2022-04-20T02:52:58.748Z;ARCH;Awful Company;iBjornIRONSIDEE;T8_HEAD_PLATE_SET2;Elder's Knight Helmet;1;;Militant;VimViiVenci
2022-04-20T02:52:59.369Z;ARCH;Awful Company;iBjornIRONSIDEE;T7_ARMOR_CLOTH_SET2@1;Grandmaster's Cleric Robe;1;;Militant;VimViiVenci
2022-04-20T02:52:59.656Z;ARCH;Awful Company;iBjornIRONSIDEE;T4_CAPEITEM_FW_LYMHURST@3;Adept's Lymhurst Cape;1;;Militant;VimViiVenci
2022-04-20T02:52:59.923Z;ARCH;Awful Company;iBjornIRONSIDEE;T8_SHOES_CLOTH_SET1;Elder's Scholar Sandals;1;;Militant;VimViiVenci
2022-04-20T02:53:00.271Z;ARCH;Awful Company;iBjornIRONSIDEE;T5_2H_HOLYSTAFF_HELL@2;Expert's Fallen Staff;1;;Militant;VimViiVenci
2022-04-20T02:53:01.485Z;LAAAL;Dove;darkrbb;T7_POTION_STONESKIN;Major Resistance Potion;2;;Militant;Drixxiss
2022-04-20T02:53:02.911Z;LAAAL;Dove;darkrbb;T6_BAG;Master's Bag;1;;Militant;Silenciando
2022-04-20T02:53:05.850Z;LAAAL;Dove;darkrbb;T5_2H_HAMMER_AVALON@2;Expert's Hand of Justice;1;GUTS;KraKen 69;SawLynn
2022-04-20T02:53:06.192Z;LAAAL;Dove;darkrbb;T8_SHOES_LEATHER_SET2;Elder's Hunter Shoes;1;GUTS;KraKen 69;SawLynn
2022-04-20T02:53:07.595Z;EVICT;Take lt Easy;Eterninho;T6_ARMOR_LEATHER_HELL@2;Master's Hellion Jacket;1;;Militant;SandmanDUH
2022-04-20T02:53:07.762Z;LAAAL;Dove;darkrbb;T6_2H_HOLYSTAFF_HELL@2;Master's Fallen Staff;1;;Militant;Sirkm3
2022-04-20T02:53:07.797Z;EVICT;Take lt Easy;Eterninho;T8_HEAD_PLATE_SET2;Elder's Knight Helmet;1;;Militant;SandmanDUH
2022-04-20T02:53:07.950Z;EVICT;Take lt Easy;Eterninho;T6_2H_HARPOON_HELL@2;Master's Spirithunter;1;;Militant;SandmanDUH
2022-04-20T02:53:08.127Z;LAAAL;Dove;darkrbb;T8_ARMOR_CLOTH_SET2;Elder's Cleric Robe;1;;Militant;Sirkm3
2022-04-20T02:53:08.157Z;EVICT;Take lt Easy;Eterninho;T8_SHOES_LEATHER_SET2;Elder's Hunter Shoes;1;;Militant;SandmanDUH
2022-04-20T02:53:09.783Z;LAAAL;Dove;darkrbb;T7_2H_NATURESTAFF_KEEPER@1;Grandmaster's Rampant Staff;1;;Militant;MtMnimi
2022-04-20T02:53:10.077Z;LAAAL;Dove;darkrbb;T8_ARMOR_CLOTH_SET2;Elder's Cleric Robe;1;;Militant;MtMnimi
2022-04-20T02:53:10.360Z;LAAAL;Dove;darkrbb;T4_CAPEITEM_FW_FORTSTERLING@3;Adept's Fort Sterling Cape;1;;Militant;MtMnimi
2022-04-20T02:53:11.360Z;LAAAL;Dove;darkrbb;T4_ARMOR_CLOTH_SET2;Adept's Cleric Robe;1;;Gorila;DREAMDARKS
2022-04-20T02:53:12.580Z;LAAAL;Dove;darkrbb;T4_CAPEITEM_FW_FORTSTERLING@3;Adept's Fort Sterling Cape;1;;Militant;RiderClav
2022-04-20T02:53:12.846Z;LAAAL;Dove;darkrbb;T8_2H_ARCANESTAFF;Elder's Great Arcane Staff;1;;Militant;RiderClav
2022-04-20T02:53:13.245Z;LAAAL;Dove;darkrbb;T7_ARMOR_LEATHER_MORGANA@2;Grandmaster's Stalker Jacket;1;;Militant;RiderClav
2022-04-20T02:53:13.324Z;EVICT;Take lt Easy;Eterninho;T4_CAPEITEM_FW_FORTSTERLING@2;Adept's Fort Sterling Cape;1;;Militant;Sirkm3
2022-04-20T02:53:13.682Z;LAAAL;Dove;darkrbb;T7_MAIN_RAPIER_MORGANA@2;Grandmaster's Bloodletter;1;;Militant;RiderClav
2022-04-20T02:53:14.507Z;LAAAL;Dove;darkrbb;T8_HEAD_LEATHER_SET3;Elder's Assassin Hood;1;;Militant;RiderClav
2022-04-20T02:53:14.735Z;LAAAL;Dove;darkrbb;T8_ARMOR_CLOTH_SET2;Elder's Cleric Robe;1;;Militant;RiderClav
2022-04-20T02:53:14.986Z;LAAAL;Dove;darkrbb;T6_SHOES_CLOTH_ROYAL@2;Master's Royal Sandals;1;;Militant;RiderClav
2022-04-20T02:53:15.392Z;LAAAL;Dove;darkrbb;T5_CAPEITEM_FW_LYMHURST@3;Expert's Lymhurst Cape;1;;Militant;RiderClav
2022-04-20T02:53:15.704Z;LAAAL;Dove;darkrbb;T6_2H_KNUCKLES_MORGANA@2;Master's Ravenstrike Cestus;1;;Militant;RiderClav
2022-04-20T02:53:15.916Z;LAAAL;Dove;darkrbb;T8_ARMOR_CLOTH_SET2@1;Elder's Cleric Robe;1;;Militant;RiderClav
2022-04-20T02:53:16.100Z;LAAAL;Dove;darkrbb;T8_HEAD_LEATHER_SET3@1;Elder's Assassin Hood;1;;Militant;RiderClav
2022-04-20T02:53:16.861Z;LAAAL;Dove;darkrbb;T6_HEAD_LEATHER_SET3@2;Master's Assassin Hood;1;;Militant;RiderClav
2022-04-20T02:53:17.235Z;LAAAL;Dove;darkrbb;T7_MEAL_OMELETTE_FISH;Dusthole Crab Omelette;1;;Militant;RiderClav
2022-04-20T02:53:17.673Z;LAAAL;Dove;darkrbb;T8_MEAL_STEW@3;Beef Stew;1;;Militant;RiderClav
2022-04-20T02:53:22.383Z;0UT;DYST0PIA;EAMCARRY;T4_CAPEITEM_FW_MARTLOCK@3;Adept's Martlock Cape;1;;Militant;SandmanDUH
2022-04-20T02:53:23.110Z;0UT;DYST0PIA;EAMCARRY;T6_2H_TOOL_SIEGEHAMMER;Master's Demolition Hammer;1;;Militant;SandmanDUH
2022-04-20T02:53:23.267Z;0UT;DYST0PIA;EAMCARRY;T7_POTION_STONESKIN;Major Resistance Potion;1;;Militant;SandmanDUH
2022-04-20T02:53:23.567Z;0UT;DYST0PIA;EAMCARRY;T5_MOUNT_COUGAR_KEEPER@1;Swiftclaw;1;;Militant;SandmanDUH
2022-04-20T02:53:23.919Z;0UT;DYST0PIA;EAMCARRY;T4_CAPEITEM_FW_FORTSTERLING@3;Adept's Fort Sterling Cape;1;;Militant;SandmanDUH
2022-04-20T02:53:23.967Z;;Militant;Umami;T7_POTION_STONESKIN;Major Resistance Potion;1;;Militant;LocoAsylum
2022-04-20T02:53:24.728Z;;Militant;Umami;T4_CAPEITEM_FW_MARTLOCK@3;Adept's Martlock Cape;1;;Militant;LocoAsylum
2022-04-20T02:53:25.045Z;DIOR;EscaIation;Benmage;T7_2H_KNUCKLES_SET3@1;Grandmaster's Spiked Gauntlets;1;DIOR;EscaIation;Jez0r
2022-04-20T02:53:25.300Z;;Militant;Umami;T5_MOUNT_COUGAR_KEEPER@1;Swiftclaw;1;;Militant;LocoAsylum
2022-04-20T02:53:26.329Z;;Militant;Anglux;T7_MEAL_OMELETTE_FISH;Dusthole Crab Omelette;1;;Militant;VimViiVenci
2022-04-20T02:53:26.641Z;;Militant;Anglux;T7_POTION_STONESKIN;Major Resistance Potion;1;;Militant;VimViiVenci
2022-04-20T02:53:26.951Z;;Militant;Anglux;T5_MOUNT_COUGAR_KEEPER@1;Swiftclaw;1;;Militant;VimViiVenci
